id,Exited
165034,0.013305306976110941
165035,0.8439587087079208
165036,0.014213784151738374
165037,0.19463341183986602
165038,0.4204687297284056
165039,0.05531167170233414
165040,0.0201003072042742
165041,0.095860882289252
165042,0.652855453915709
165043,0.004600246525709301
165044,0.1147425099763995
165045,0.015674803659712848
165046,0.008361515554973234
165047,0.18719830081764358
165048,0.6572374610374523
165049,0.04628498118694535
165050,0.10385364417692737
165051,0.37953546776908587
165052,0.025393020240662655
165053,0.09542947926173015
165054,0.01718832949317295
165055,0.08192983725520449
165056,0.22130542824366478
165057,0.012541209480640591
165058,0.5544278361528601
165059,0.11091689946463656
165060,0.9748286319172719
165061,0.5793766886707452
165062,0.15897511379014614
165063,0.4983156128810865
165064,0.01800187242969794
165065,0.04221549759144836
165066,0.0897753221355316
165067,0.16708768009458722
165068,0.024747230516236493
165069,0.0033676546600602307
165070,0.8150806654755414
165071,0.02217965613978589
165072,0.10766032308787543
165073,0.9228323493274242
165074,0.5154380186242836
165075,0.22424824716971825
165076,0.13879149195948826
165077,0.006006325572824961
165078,0.350415434443179
165079,0.15056511434160097
165080,0.006425955525218555
165081,0.04348540533430671
165082,0.0066921189443097575
165083,0.4739960083527664
165084,0.16124938163506086
165085,0.003370189930925499
165086,0.008861860715818733
165087,0.6360828450804108
165088,0.017312590608169198
165089,0.09146255056782818
165090,0.059802827600875255
165091,0.012169301745710705
165092,0.02707929967979192
165093,0.16670813544590773
165094,0.01815579995873185
165095,0.056969226406874206
165096,0.17626584476819132
165097,0.11263789658448786
165098,0.026882421519165266
165099,0.005321890555017351
165100,0.919205725243636
165101,0.03945276517382474
165102,0.0371090572724855
165103,0.019363240446538747
165104,0.11660045995728734
165105,0.4818004450818747
165106,0.31437020300995394
165107,0.06352038644367246
165108,0.011454448508764365
165109,0.20165375365888655
165110,0.05971575849445724
165111,0.0402370577605806
165112,0.04945136418179945
165113,0.031547146128672945
165114,0.009257219433459196
165115,0.018574987257008263
165116,0.44472660442740575
165117,0.05485125587322761
165118,0.38365618254276734
165119,0.07016660488338504
165120,0.022531802164944173
165121,0.18171705128796273
165122,0.20515446168263968
165123,0.07177679289205695
165124,0.18722404339016535
165125,0.01612848408863265
165126,0.02046330103378665
165127,0.01122085936580482
165128,0.011913843350650929
165129,0.011803325437872589
165130,0.9652957798633981
165131,0.021629794313680235
165132,0.19722819962662255
165133,0.15410730723801835
165134,0.00686779891906523
165135,0.03967392782213382
165136,0.0027480008805067847
165137,0.5031628346369785
165138,0.7625632282081105
165139,0.5710071308482367
165140,0.07970296216483236
165141,0.02855974102358676
165142,0.008242483797211743
165143,0.08556096771771764
165144,0.1881490649976793
165145,0.4691569421707249
165146,0.21189305275445305
165147,0.05038176403729807
165148,0.07686915920151785
165149,0.025360072324229776
165150,0.012769879446526336
165151,0.6729338082108234
165152,0.5641789650961211
165153,0.03664252010374395
165154,0.004605116678109556
165155,0.031483653550613215
165156,0.006808112404899193
165157,0.021188758219677403
165158,0.36071364540185413
165159,0.1202603614672757
165160,0.05487736901610413
165161,0.016419172578958363
165162,0.7470605493544212
165163,0.012920387635906413
165164,0.012363944883210637
165165,0.09296123718106937
165166,0.9747174104314944
165167,0.05070590592047151
165168,0.07361043195634094
165169,0.15481975711540458
165170,0.12051755007129453
165171,0.060709808457965767
165172,0.28769104113207444
165173,0.12339129923487673
165174,0.013888293415420222
165175,0.06506806774063405
165176,0.013294689803356088
165177,0.025568600550988013
165178,0.5345609741456745
165179,0.7002644558441579
165180,0.022121724604145073
165181,0.917426097014614
165182,0.07781476954049173
165183,0.038865515004265556
165184,0.033318704219568375
165185,0.021461154825771173
165186,0.0032152017938029353
165187,0.994070312014377
165188,0.8023369310023627
165189,0.018322984798106325
165190,0.006977511042735812
165191,0.078068518289077
165192,0.11213565154691432
165193,0.11941203017184225
165194,0.2913709670941894
165195,0.11794530336405862
