id,Exited
165034,0.03516815848767284
165035,0.7481177483875292
165036,0.04566869448485426
165037,0.23868142921906732
165038,0.3332201554067916
165039,0.05477292433344208
165040,0.0736458173969607
165041,0.12071893808077286
165042,0.5816800702309435
165043,0.025620334062167877
165044,0.14335093647634545
165045,0.04123626729451573
165046,0.028284319840533357
165047,0.18999468260071778
165048,0.5834979818838397
165049,0.07848991981743077
165050,0.09145906141394167
165051,0.34766250446091496
165052,0.03770723871920536
165053,0.10918911387882335
165054,0.03195302949172927
165055,0.10879583172499478
165056,0.27672411760829896
165057,0.020680454470585495
165058,0.4759322353468669
165059,0.14609786628069482
165060,0.8578434377328764
165061,0.5091275012860498
165062,0.16398912154928874
165063,0.37193141408684394
165064,0.032936106303249654
165065,0.046164935883040714
165066,0.16005045787119107
165067,0.1264893303867668
165068,0.06243843827401116
165069,0.024118659178198047
165070,0.7157665021434175
165071,0.04558734459707926
165072,0.11542214967471122
165073,0.8038224242081227
165074,0.5396878956594571
165075,0.18793370810965893
165076,0.15143697353124552
165077,0.02195694368112613
165078,0.31634154409818505
165079,0.19882294975459436
165080,0.02621311417918172
165081,0.05148367800867813
165082,0.020479045311542668
165083,0.44365201725254244
165084,0.07826228868534496
165085,0.020524387278312593
165086,0.03324526322889945
165087,0.5433480471614944
165088,0.03729964700878502
165089,0.10719013052112317
165090,0.1171019251693807
165091,0.029188414959942538
165092,0.03937926164130826
165093,0.14898055595750634
165094,0.024664152659637548
165095,0.11731271264514156
165096,0.24710573539725453
165097,0.17998346413486427
165098,0.06034767070242084
165099,0.02723988137223517
165100,0.8043620978115125
165101,0.07502772982266315
165102,0.09316648749141364
165103,0.0328615061357582
165104,0.18071303140640307
165105,0.49403786511939385
165106,0.3442657820024966
165107,0.11112097607598073
165108,0.0375341484641344
165109,0.3535450294894479
165110,0.09552588867211922
165111,0.05399699833517016
165112,0.07003065477664167
165113,0.036166120297791496
165114,0.033479382027977525
165115,0.033676236208139206
165116,0.36211687366412093
165117,0.043151099915493894
165118,0.3317278487979787
165119,0.10310134509016006
165120,0.11651013640310207
165121,0.2901677560918498
165122,0.30482672746061573
165123,0.07613345140169925
165124,0.21637235910249197
165125,0.05788840119940203
165126,0.055625151554514085
165127,0.027453516027474548
165128,0.027467037951202734
165129,0.02779159261298083
165130,0.8274542873496896
165131,0.03546199376292675
165132,0.2839979194072658
165133,0.14152212583112686
165134,0.025958808432740222
165135,0.0578015541031249
165136,0.020709398517260797
165137,0.443338989118412
165138,0.5997847190019667
165139,0.6200032603914358
165140,0.1310875231016322
165141,0.043516698614797795
165142,0.02080816501152482
165143,0.12289257334176126
165144,0.21050538833748067
165145,0.4982699511970224
165146,0.20909854682709889
165147,0.04935966357440774
165148,0.1165679342747015
165149,0.04230280520126976
165150,0.03232635300530536
165151,0.6302112653768303
165152,0.5191565949965701
165153,0.08881953834167032
165154,0.03693761590948165
165155,0.039266691877687665
165156,0.022235700409647372
165157,0.043720608567559785
165158,0.4311140838204597
165159,0.12321277796363649
165160,0.04892821023960295
165161,0.03354964351186008
165162,0.6766329393479875
165163,0.03278130541736363
165164,0.03344832135223558
165165,0.13724271313756572
165166,0.8697690261711396
165167,0.07858705594474578
165168,0.06711318349232806
165169,0.11286175714451621
165170,0.10841034197677113
165171,0.08351434251618882
165172,0.5590326522911104
165173,0.13279940057780434
165174,0.03200655863791433
165175,0.09103514700171206
165176,0.037049102048024515
165177,0.0653399904137601
165178,0.4690923502285621
165179,0.582061341691399
165180,0.04834986606727461
165181,0.8257300661444107
165182,0.17879739449812
165183,0.04586570875474044
165184,0.050982015449950194
165185,0.05026195413964374
165186,0.026273795931251422
165187,0.8545868065334161
165188,0.8529058311244297
165189,0.03136519812371376
165190,0.029851167943068115
165191,0.14434605377670037
165192,0.14142614442498994
165193,0.16665419991639768
165194,0.31141308063676576
165195,0.13097460716196815
165196,0.2964297185011857
165197,0.7376234178618888
165198,0.5856039318056183
165199,0.09590117428202813
165200,0.31520889694325455
165201,0.6164591771935257
165202,0.7218460483424998
165203,0.7451979766663528
165204,0.5609351671446703
165205,0.03536294583240917
165206,0.15591573827933
165207,0.10149956890671996
165208,0.03408914854811293
165209,0.18211344711430832
165210,0.356353529513353
165211,0.8355331755127615
165212,0.0785765866688422
165213,0.03275682563759977
165214,0.822796194791081
165215,0.3332748551293472
165216,0.05258239732278311
165217,0.020348033657946504
165218,0.023413065726540238
165219,0.7768085449350022
165220,0.26562535469027926
165221,0.07607125897096134
165222,0.18114485141597958
165223,0.09702345499063314
165224,0.06318063757346293
165225,0.8314853593346613
165226,0.7091666413300772
165227,0.1773936091289334
165228,0.18790017328501302
165229,0.31048844717309954
165230,0.8058956288456531
165231,0.02878826452793335
165232,0.020413209579300918
165233,0.0517876665255111
165234,0.15370000265975925
165235,0.026990700670770876
165236,0.5092929798169972
165237,0.02662577268078435
165238,0.11761851783787214
165239,0.03705687823807138
165240,0.022392096866445815
165241,0.02632210211126205
165242,0.2212619910364804
165243,0.03719118541009409
165244,0.6628742313653762
165245,0.02140493001396715
165246,0.07559612428408785
165247,0.03725185031872547
165248,0.050342231739721424
165249,0.2379969741906493
165250,0.02732712173660977
165251,0.02241473844646531
165252,0.27625147180061793
165253,0.23560640972008573
165254,0.03241946385287565
165255,0.12740499318343118
165256,0.24944479916916196
165257,0.06001037639114608
165258,0.6130828895435034
165259,0.40548139437618125
165260,0.36192786515845166
165261,0.7811062309635413
165262,0.5275942484184142
165263,0.026346149985588506
165264,0.058072588673075035
165265,0.03961835008777795
165266,0.020845394968484254
165267,0.36616072651177584
165268,0.1428747223523702
165269,0.5999440469985677
165270,0.32158535785590403
165271,0.04485883039556878
165272,0.8700327939170428
165273,0.059446818489941045
165274,0.06875590716509301
165275,0.18135939117012917
165276,0.1729003871299409
165277,0.3127600478598702
165278,0.8339222664863427
165279,0.11642016933392477
165280,0.036259563485559435
165281,0.026296996241972265
165282,0.16747851893978738
165283,0.020870092431474894
165284,0.30874918812215113
165285,0.13695962459479596
165286,0.1134680034888804
165287,0.03384517826663064
165288,0.040420117002301505
165289,0.052838462420112614
165290,0.061880646865956984
165291,0.06155203280161796
165292,0.11858032110025851
165293,0.5495950573054191
165294,0.020647774825563694
165295,0.15513475846188038
165296,0.082925632505939
165297,0.05926595176762628
165298,0.04235306767581064
165299,0.08626556468513952
165300,0.5164737586673989
165301,0.07308772939791346
165302,0.389810634501653
165303,0.08412241754381902
165304,0.022520110211424242
165305,0.02010611554028658
165306,0.053208746905406126
165307,0.14931290539727526
165308,0.0503078791771283
165309,0.17844130486290133
165310,0.1052290544245997
165311,0.12344234948301036
165312,0.7958496133409589
165313,0.037389866486157955
165314,0.04140714785135536
165315,0.18941364362617008
165316,0.1659987498583988
165317,0.021283328858988357
165318,0.6690771842704791
165319,0.14016164646947746
165320,0.03899051024974601
165321,0.15645518560097302
165322,0.0831911868396185
165323,0.05281056801652562
165324,0.11561317188205307
165325,0.2702717923228218
165326,0.4059316893426922
165327,0.14440755535266825
165328,0.14416347697534224
165329,0.03232049713265509
165330,0.11554170896863125
165331,0.08216318873303378
165332,0.5363866381117819
165333,0.04425899095226332
165334,0.020850822324107926
165335,0.036973184174210104
165336,0.17948242301130404
165337,0.1885958041360103
165338,0.2758129072510666
165339,0.19437829047708416
165340,0.11670814796579754
165341,0.07851621737906399
165342,0.03459808147890791
165343,0.02065811119824744
165344,0.11679510359822394
165345,0.08946752667232721
165346,0.8683063040516363
165347,0.2552111786072831
165348,0.056382121290910005
165349,0.09514743388546043
165350,0.02002720763876045
165351,0.13580185549204088
165352,0.04758250755070709
165353,0.02748152766703263
165354,0.105594486673951
165355,0.10224742844815879
165356,0.03178034971774338
165357,0.06991901237026885
165358,0.12778751083572298
165359,0.04576651266531359
165360,0.7480301506321669
165361,0.05691595993905105
165362,0.3120288560488884
165363,0.1714350723018195
165364,0.030391641211230745
165365,0.757844650183803
165366,0.020951152150556165
165367,0.18779671779341556
165368,0.15194994313686763
165369,0.6431860229459884
165370,0.23821344098660224
165371,0.020254547849122805
165372,0.08414081567305207
165373,0.03210566501642891
165374,0.6689351784985746
165375,0.05862877315429906
165376,0.033338086164448284
165377,0.02015863347996829
165378,0.1746973386489699
165379,0.04340848246489353
165380,0.16417580966684148
165381,0.10112078539915016
165382,0.020416916639683605
165383,0.026424054677966585
165384,0.0470919754821634
165385,0.13003612155168737
165386,0.7149970867784945
165387,0.02588944063741327
165388,0.20720513206479566
165389,0.09414557260704536
165390,0.5511169786218826
165391,0.02146557119211167
165392,0.05974070174367874
165393,0.10060261162883015
165394,0.12973533413355542
165395,0.024731970532952844
165396,0.0444927294607285
165397,0.04269536848672947
165398,0.3881241179051522
165399,0.06102209227949304
165400,0.08269996042072743
165401,0.08692782654701972
165402,0.3782191713846915
165403,0.043358326320414434
165404,0.08200542917223037
165405,0.19369705336688556
165406,0.08939848009916573
165407,0.06959520026371681
165408,0.2680798800117004
165409,0.020260501600737807
165410,0.03010162117537949
165411,0.06112270448228843
165412,0.03932211405228889
165413,0.021651310774985517
165414,0.09448300624672551
165415,0.09125401770672202
165416,0.7976157349247999
165417,0.026380299078825442
165418,0.027745136070533825
165419,0.7194183694774072
165420,0.05584203774235632
165421,0.47119070102965077
165422,0.029658484072880582
165423,0.026842528541311257
165424,0.03529139768910917
165425,0.6415506790197665
165426,0.09164418961120649
165427,0.12372522607915315
165428,0.287211010819894
165429,0.5590439761865291
165430,0.06597579488238695
165431,0.08208181542049134
165432,0.39070715489142127
165433,0.8753763639608119
165434,0.7736808885727791
165435,0.18484115565444814
165436,0.29218781941281297
165437,0.019808906729247514
165438,0.02714635962422373
165439,0.10004986531364268
165440,0.5986061570613139
165441,0.636530467877725
165442,0.04861440201332781
165443,0.03661653287220655
165444,0.06896216333050403
165445,0.11726035300486103
165446,0.13697720881374154
165447,0.022440850152818687
165448,0.2322382614744998
165449,0.019442803241874494
165450,0.03187021018142633
165451,0.02459782059401708
165452,0.6176901655940259
165453,0.04960051636445661
165454,0.5530758138318015
165455,0.05507874764324232
165456,0.4190966861769747
165457,0.6078922887435363
165458,0.024634411742781658
165459,0.04972894873087569
165460,0.03913297716133438
165461,0.03912109724643329
165462,0.08253265560207937
165463,0.11800417352046402
165464,0.09642769629582938
165465,0.7675956124179284
165466,0.024201327042150077
165467,0.0948440278713476
165468,0.14947415775597978
165469,0.09281181733713867
165470,0.08321672516061537
165471,0.2460381267545345
165472,0.020995479235589636
165473,0.06479360038839176
165474,0.31851222717736805
165475,0.09427864566881702
165476,0.25853069351419733
165477,0.10837840592896472
165478,0.2558527880826459
165479,0.18639815639759533
165480,0.041996404528024694
165481,0.8451232395986532
165482,0.024200335403876606
165483,0.1341463821647506
165484,0.04153209639363411
165485,0.26213379498784806
165486,0.13235340088425723
165487,0.16575017238378875
165488,0.04542130567146956
165489,0.03645941482249415
165490,0.07774721984592155
165491,0.06933348223772336
165492,0.17120905780468065
165493,0.14799953369702468
165494,0.027444140128806374
165495,0.5409671711644163
165496,0.052906854263012046
165497,0.24462280235086872
165498,0.1295717622481151
165499,0.030632003922156294
165500,0.02878092540373145
165501,0.1375664609124322
165502,0.02019384310467607
165503,0.02755050536662198
165504,0.7655405563785078
165505,0.6232990101955317
165506,0.02839513950803148
165507,0.23908550358834701
165508,0.09295183275205021
165509,0.28238676030335164
165510,0.30761181417672345
165511,0.07951435410145345
165512,0.058678632721887836
165513,0.1881488597243478
165514,0.2160722585455885
165515,0.026402458822251524
165516,0.09591777125245715
165517,0.14868361939219116
165518,0.025940573841772747
165519,0.5047715203249289
165520,0.1776942042893242
165521,0.11733563187087712
165522,0.037909717490000425
165523,0.09169962772448517
165524,0.1230563266116102
