id,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults
19219,0.744406831498243,0.0001136013053420058,0.0007443436239967745,1.6602711327608667e-05,0.055188752480919985,0.15222551748889565,0.3566118077564772
19220,0.34623661123492,0.017636125250923923,0.0033615929169083423,2.0970441502642365e-05,0.26573258750598916,0.1157654261159767,0.2987999594472478
19221,0.00048366485698911115,0.05255384851357217,0.05277656627537051,8.091783891806295e-05,0.002790899950109277,0.38582698703838486,0.4892783743255497
19222,0.10636398640803127,0.00012054642642132305,7.019931766392453e-05,5.2711463438009476e-05,0.011857379265902008,0.5083153520243868,0.4829623782465173
19223,0.0008483771155153422,7.904802402048621e-05,0.0002596095855191388,0.0006522394800475256,0.009569829502628467,0.7659327726039846,0.37026460275481116
19224,0.0698600089859933,0.14595149714835431,0.00025495277830886676,1.693052901291661e-05,0.04621606079060326,0.10522480039756212,0.3117565549510021
19225,0.5223347730870491,9.770990158579128e-05,0.0015404664748910623,1.692123764250677e-05,0.05324083374658119,0.05850731618184777,0.5519477836297917
19226,0.02416845608362836,0.7970180074243096,0.0012743080206498569,0.0014300432503854144,0.09465187350691268,0.2463560353976427,0.34259586477913934
19227,8.122496331703995e-05,0.5410922714188534,0.0998138128909401,8.78777954899458e-05,0.0022806404290738533,0.1343330809977947,0.31610010699895547
19228,0.4643096717059273,0.01269528234224301,0.00030752595993841045,1.7551031999782475e-05,0.0014646117029850595,0.19565919628217243,0.46575593805635984
19229,0.000161118797991608,0.032308580269676826,6.339906519515896e-05,0.0006190565414106152,0.013658797860538384,0.42442025386060067,0.4297684429861673
19230,7.672627873814134e-05,5.6004231238818425e-05,0.8209797040058692,1.7115959710958085e-05,0.0001637695235372547,0.000544642874614451,0.060308073645582314
19231,9.233950041533138e-05,5.7282068991569766e-05,0.9403399825815606,1.812341651121687e-05,0.00022166502305707132,0.0004151496138814416,0.07286521512837056
19232,0.033915388827257795,0.011705469521733274,0.00010512969040917081,1.602811296340457e-05,0.04931179866264822,0.12203651295986383,0.5403616989968234
19233,0.0007873345551945386,0.01858073254169741,6.561011575348036e-05,0.01091810517706659,0.007736019152333493,0.3483125430251371,0.41651784581264417
19234,0.00018493101162767137,0.0184442417187568,9.008939138031315e-05,0.00012606918644433493,0.010877573992117135,0.3542665797814402,0.4894243126316091
19235,0.0281694317062638,0.002424020293451438,0.00025380790063791444,1.9809131861468562e-05,0.002807111561997073,0.7628496943510134,0.21014163224582766
19236,0.04873218201862985,0.01961213436503119,0.03572148773617632,7.029493144554683e-05,0.4276923957227478,0.20989794995348768,0.45321766890487747
19237,0.07694529322198036,6.654094339431557e-05,7.26025711057389e-05,4.509156356964922e-05,0.0028753430098325634,0.5445428957819206,0.21720644084758606
19238,0.00013442498499270877,0.7306612215516278,0.0001443991848507796,0.0005707686959125786,0.0019387108324346015,0.2945988195074831,0.30986798168075047
19239,0.00011495972173543984,5.034382401456125e-05,0.9308985615279177,1.8177114137194415e-05,0.0001853284428502363,0.0005248991106919863,0.07421099062722454
19240,0.1956158685700314,0.00027856772693162147,0.0001521623269959818,0.00011158492476385579,0.028876661799174655,0.1600198849225535,0.5485606462340791
19241,0.0008554217258930725,0.0003212573815332556,0.00013858024468507148,6.40600540187348e-05,0.009044917605249145,0.3820361440405254,0.47186192585114706
19242,0.0005192362413415646,4.863776816449395e-05,0.9708744873348664,1.7164256293040044e-05,0.00035046276672080594,0.00022526530582374658,0.06337826509114096
19243,0.034145445124517726,0.19975410071671676,0.002669618630173597,2.3075877038114468e-05,0.004140593371229219,0.1257725588982458,0.3103446851474092
19244,8.153565277086245e-05,5.317838670081767e-05,0.9369335043502743,1.7125530479909596e-05,0.00018993436476493142,0.0002927393086260981,0.035770802239999774
19245,0.16949658878979162,0.005485775403256557,0.00010329229818415639,1.6853012060134835e-05,0.005259126221488619,0.13119264994918375,0.48797084990050865
19246,0.37714746713564223,0.023374533322910663,0.0002540741552541126,5.5424274329477656e-05,0.020500987757591228,0.11929885827425207,0.3905183233968045
19247,0.004028654291008692,0.27517950025747473,0.02805552846755878,1.862883064145163e-05,0.004626889921965482,0.28670954083563743,0.42771017363016456
19248,0.0003114999530997804,0.00026363072409352575,0.8844217222691912,1.7875167150724398e-05,0.00035401406613413836,0.002026435777980264,0.12555905074774937
19249,0.005116551733123824,0.005617000002066421,5.538993082722186e-05,2.025598177043394e-05,0.000831062180978224,0.485171887783105,0.498701071521664
19250,0.0027452692439467047,0.0002335968416465108,0.0006264969004743411,0.9194275801468471,0.011911772109503452,0.010055380591300095,0.2679711954190289
19251,0.06889619432961717,6.76802804712786e-05,5.192332402950128e-05,6.0479631686931436e-05,0.006138606774679197,0.3012082794450984,0.3783501568226932
19252,0.011393217326104115,0.3739635030030641,4.189535453655044e-05,4.062936232741864e-05,0.0015536013928591518,0.49817764678638443,0.23329859555930363
19253,0.01605327057065455,5.218282336306269e-05,0.8243534271258199,0.0003858578016383971,0.003107689201372494,0.07786116376647793,0.2728066754406431
19254,0.00018589356146766326,0.10641190555345538,8.587402361581258e-05,9.592607696077151e-05,0.005602931819470126,0.3341403218954988,0.6236321314683765
19255,0.2384250664712046,5.086221631086693e-05,0.000369333840030103,1.8149427054580255e-05,0.005981820517379357,0.13213268481679313,0.577230382556198
19256,0.006247618087816111,0.973178795894217,4.6320812930972996e-05,3.288258211169642e-05,0.0014869682986532412,0.06892017249046378,0.13744131638107462
19257,0.059595407325113064,0.00904288149141165,0.010741025349509518,2.671188361525015e-05,0.018149817727175763,0.15934176321742882,0.4073866432243065
19258,0.3007810166433802,0.0028700526978340988,0.00013660694835036124,1.7570623498357937e-05,0.0008737127713571331,0.15292845385024656,0.5406895540775961
19259,9.126249803513963e-05,5.5003474526195046e-05,0.8998608277701562,1.7522776756483172e-05,0.00014063438152685077,0.0005818108212462984,0.03618302989670712
19260,0.015556551830408986,0.12252279168662415,0.0005903735451603746,2.5690222464251125e-05,0.023735686973379848,0.41502337346044116,0.44959586622342207
19261,0.0703166751035815,0.0027034238565839786,0.6211595307476195,1.7277285159562095e-05,0.0053789200294988996,0.05459267324414892,0.21459318848947873
19262,0.23858308409473497,0.01711194116558986,0.00014851933176563672,1.700399468447009e-05,0.018323297764368425,0.20286075192293593,0.27706610512412844
19263,0.0728241330007718,0.002583001103344339,5.9841842445215366e-05,7.55104262893886e-05,0.0036338212121708774,0.4113367385351487,0.30898145366150503
19264,0.025346661145914613,0.0010699388501570941,0.00010097970295482224,2.3858401002010752e-05,0.001589251677916463,0.8425614871862773,0.3301814942575608
19265,0.03533898910133845,0.0022759363982907963,4.7462022825524105e-05,0.00011058175358587411,0.004701632345510115,0.6024349806464184,0.5084065897681135
19266,0.00010647428610639725,5.7367613108833026e-05,0.9668371467692526,1.6765762688049428e-05,0.0001637695235372547,0.0006891209696814437,0.09252237566327505
19267,0.20315852541332474,0.0009692874554924451,3.931468210931439e-05,4.581665482977282e-05,0.11418167144379014,0.26999901402099186,0.3255777189695983
19268,0.0013756588593708873,0.03530855513810254,0.0003890362270467874,0.00017814059131575775,0.006826016973779067,0.15918293174619413,0.8387034443524652
19269,7.771486033935782e-05,0.00023644686440723456,0.9359833056886939,1.7125530479909596e-05,0.000324547161275956,0.0007113971249745015,0.04466951386831873
19270,0.059985101485164866,0.0006793041290575583,0.0017176022537233344,2.4398757434688652e-05,0.8396829273117339,0.011570570710711969,0.1927849658830225
19271,0.003943797708880732,0.01544101409714938,0.07578026750745794,4.062936232741864e-05,0.011442468551595857,0.2932885251558616,0.6329273251337162
19272,0.4146985452265053,0.0037353163203440545,0.031864525709042184,0.00020593067962902087,0.02305252992254577,0.18779834105917073,0.38769046721541606
19273,0.004449670643102753,7.839808890884105e-05,0.00011387305550350499,0.005116136905294985,0.019592726245194796,0.4368250879705732,0.5359153783273226
19274,0.059953637279158374,5.79446957858441e-05,8.186082082084005e-05,2.2085630183433123e-05,0.009913398917108815,0.49589144405864455,0.31276629047970067
