id,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults
19219,0.37353715,0.0052811056,0.0035134635,0.00043211234,0.022842148,0.17178275,0.34497958
19220,0.25388277,0.007917097,0.011491046,0.0017296479,0.1622072,0.14969201,0.39694667
19221,0.0059302533,0.045566827,0.0367633,0.005785105,0.010333259,0.28369507,0.47458214
19222,0.16591778,0.0049983403,0.0077928687,0.0030570112,0.030351311,0.34257498,0.42420405
19223,0.012517443,0.004834934,0.00485101,0.0015565641,0.0030841283,0.56417805,0.33795798
19224,0.013012379,0.7468091,1.9284587e-05,1.017663e-06,0.005905195,0.02576282,0.19615346
19225,0.3251807,0.0067277746,0.009198625,5.245338e-05,0.030785898,0.08735164,0.46113652
19226,0.06924468,0.17143586,0.0069076857,0.0022112136,0.030202558,0.22399703,0.46173492
19227,0.00512629,0.10086812,0.16712189,0.0022468714,0.0063048685,0.117988706,0.481669
19228,0.20895553,0.017382044,0.014710057,0.0026260407,0.043597855,0.28229266,0.44322276
19229,0.0038149573,0.018107682,0.0006314643,0.000489313,0.0027508321,0.4369771,0.4580471
19230,0.00040620967,8.265932e-05,0.9201951,2.6841133e-07,4.386526e-05,0.0011593146,0.079587504
19231,0.00023616986,4.795912e-05,0.9254772,3.930356e-06,4.6652394e-06,0.0006079042,0.07815078
19232,0.18388177,0.015867395,0.002939503,0.00027058774,0.034493048,0.15547115,0.55262846
19233,0.021396596,0.02095857,0.0016431728,0.002394185,0.008027809,0.4720665,0.3818589
19234,0.012501389,0.050352067,0.0016232866,0.00019372857,0.0037956457,0.44924873,0.42986798
19235,0.04627447,0.024390386,0.0028714377,0.00092446187,0.0083086435,0.5000628,0.3245328
19236,0.08811326,0.04836442,0.043500483,0.006909049,0.070483066,0.24695818,0.43279433
19237,0.16456892,0.030449424,0.0070388825,0.007069832,0.028339777,0.5172242,0.2879616
19238,0.005954141,0.2462101,0.001300117,0.00018492041,0.0029830316,0.32764554,0.34791306
19239,0.00067736383,0.00030761707,0.90878695,2.3821497e-06,5.317658e-05,0.0010201137,0.09223606
19240,0.27698264,0.0053093084,0.00019395656,1.8107241e-05,0.013247934,0.22423927,0.43233484
19241,0.031412583,0.0037480611,0.003303372,0.0021424382,0.022340292,0.3473223,0.54098046
19242,6.5287168e-06,2.7286424e-05,0.9506853,4.7834e-07,5.364255e-07,0.00021067119,0.046378385
19243,0.14219594,0.17754802,0.007733041,0.0008687087,0.041501768,0.1937853,0.38290897
19244,0.0003939395,4.4249202e-05,0.9075328,6.409788e-05,3.0664523e-05,0.000574091,0.077528425
19245,0.13146785,0.031391364,0.0021991408,0.0006606296,0.016238822,0.21804753,0.5220217
19246,0.283328,0.051712237,0.01092582,0.013882642,0.088070236,0.23489332,0.37964872
19247,0.015628576,0.11636816,0.10002357,0.00383417,0.016402435,0.2575515,0.44611168
19248,0.005404857,0.0003637695,0.79220116,0.0016513055,0.00040217798,0.014636887,0.17224717
19249,0.051421054,0.00658243,0.00022437722,0.0011948328,0.0018341886,0.56741035,0.27918947
19250,0.0021059278,3.312582e-05,0.0069331722,0.798436,0.0010437755,0.007485176,0.150266
19251,0.13793492,0.0015241243,0.002341728,0.0003573727,0.00594832,0.3906686,0.42595768
19252,0.01585415,0.3970365,0.00053216226,9.40986e-05,0.0027929037,0.26920098,0.31818923
19253,0.021842862,0.0056948317,0.59559596,0.0019408457,0.0031894115,0.04195067,0.3207101
19254,0.0096159335,0.1077144,0.004607068,0.001002752,0.006487424,0.40495554,0.42903218
19255,0.36238614,0.002550825,0.0030172165,0.00012321984,0.010195697,0.1323857,0.45587897
